sentence,type
Lyra noticed his hawk daemon shifting from foot to foot and spreading her wings as the Stefanski money and the promise of twenty-three men were laid before John Faa.,主谓宾
"When the six family heads had all come up, Farder Coram showed his piece of paper to John Faa, who stood up to address the audience again.",未知
"""Friends, that's a muster of one hundred and seventy men.",未知
I thank you proudly.,主谓宾
"As for the gold, I make no doubt from the weight of it that you've all dug deep in your coffers, and my warm thanks go out for that as well.",未知
"""What we're a going to do next is this.",未知
"We're a going to charter a ship and sail north, and find them kids and set 'em free.",未知
"From what we know, there might be some fighting to do.",未知
"It won't be the first time, nor it won't be the last, but we never had to fight yet with people who kidnap children, and we shall have to be uncommon cunning.",未知
But we en't going to come back without our kids.,未知
"Yes, Dirk Vries?""",未知
"A man stood up and said, ""Lord Faa, do you know why they captured them kids?""",未知
"""We heard it's a theological matter.",未知
"They're making an experiment, but what nature it is we don't know.",未知
"To tell you all the truth, we don't even know whether any harm is a coming to 'em.",未知
"But whatever it is, good or bad, they got no right to reach out by night and pluck little children out the hearts of their families.",未知
"Yes, Raymond van Gerrit?""",未知
"The man who'd spoken at the first meeting stood up and said, ""That child, Lord Faa, the one you spoke of as being sought, the one as is sitting in the front row now.",未知
"I heard as all the folk living around the edge of the fens is having their
houses turned upside down on her account.",未知
I heard there's a move in Parliament this very day to rescind our ancient privileges on account of this child.,未知
"Yes, friends,"" he said, over the babble of shocked whispers, ""they're a going to pass a law doing away with our right to free movement in and out the fens.",未知
"Now, Lord Faa, what we want to know is this: who is this child on account of which we might come to such a pass?",未知
"She en't a gyptian child, not as I heard.",未知
"How comes it that a landloper child can put us all in danger?""",未知
Lyra looked up at John Faa's massive frame.,未知
Her heart was thumping so much she could hardly hear the first words of his reply.,未知
"""Now spell it out, Raymond, don't be shy,"" he said.",未知
"""You want us to give this child up to them she's a fleeing from, is that right?""",未知
"The man stood obstinately frowning, but said nothing.",未知
"""Well, perhaps you would, and perhaps you wouldn't,"" John Faa continued.",未知
"""But if any man or woman needs a reason for doing good, ponder on this.",未知
"That little girl is the daughter of Lord Asriel, no less.",未知
"For them as has forgotten, it were Lord Asriel who interceded with the Turk for the life of Sam Broekman.",未知
It were Lord Asriel who allowed gyptian boats free passage on the canals through his property.,主谓宾
"It were Lord Asriel who defeated the Watercourse Bill in Parliament, to our great and lasting benefit.",主谓宾
"And it were Lord Asriel who fought day and night in the floods of '53, and plunged headlong in the water twice to pull out young Ruud and Nellie Koopman.",未知
You forgotten that?,未知
"Shame, shame on you, shame.",未知
"""And now that same Lord Asriel is held in the farthest coldest darkest regions of the wild, captive, in the fortress of Svalbard.",未知
Do I need to tell you the kind of creatures a guarding him there?,一般疑问句
"And this is his little daughter in our care, and Raymond van Gerrit would hand her over to the authorities for a bit of peace and quiet.",未知
"Is that right, Raymond?",一般疑问句
"Stand up and answer, man.""",未知
"But Raymond van Gerrit had sunk to his seat, and nothing would make him stand.",未知
"A low hiss of disapproval sounded through the great hall, and Lyra felt the shame he must be feeling, as well as a deep glow of pride in her brave father.",未知
"John Faa turned away, and looked at the other men on the platform.",未知
"""Nicholas Rokeby, I'm a putting you in charge of finding a vessel, and commanding her once we sail.",未知
"Adam Stefanski, I want you to take charge of the arms and munitions, and command the fighting.",未知
"Roger van Poppel, you look to all the other stores, from food to cold-weather clothing.",未知
"Simon Hartmann, you be treasurer, and account to us all for a proper apportionment of our gold.",未知
"Benjamin de Ruyter, I want you to take charge of spying.",未知
"There's a great deal we ought to find out, and I'm a giving you the charge of that, and you'll report to Farder Coram.",未知
"Michael Canzona, you're going to be responsible for coordinating the first four leaders' work, and you'll report to me, and if I die, you're my second in command and you'll take over.",未知
"""Now I've made my dispositions according to custom, and if any man or woman seeks to disagree, they may do so freely.""",未知
After a moment a woman stood up.,未知
"""Lord Faa, en't you a taking any women on this expedition to look after them kids once you found 'em?""",未知
"""No, Nell.",未知
We shall have little space as it is.,未知
"Any kids we free will be better off in our care than where they've been.""",未知
"""But supposing you find out that you can't rescue 'em without some women in disguise as guards or nurses or whatever?""",未知
"""Well, I hadn't thought of that,"" John Faa admitted.",未知
"""We'll consider that most carefully when we retire into the parley room, you have my promise.""",未知
She sat down and a man stood up.,未知
"""Lord Faa, I heard you say that Lord Asriel is in captivity.",未知
Is it part of your plan to rescue him?,一般疑问句
"Because if it is, and if he's in the power of them bears as I think you said, that's going to need more than a hundred and seventy men.",未知
"And good friend as Lord Asriel is to us, I don't know as there's any call on us to go as far as that.""",未知
"""Adriaan Braks, you're not wrong.",未知
What I had it in my mind to do was to keep our eyes and ears open and see what knowledge we can glean while we're in the North.,未知
"It may be that we can do something to help him, and it may not, but you can trust me not to use what you've provided, man and gold, for any purpose outside the stated one of finding our children and bringing 'em home.""",未知
Another woman stood up.,未知
"""Lord Faa, we don't know what them Gobblers might've been doing to our children.",未知
We all heard rumors and stories of fearful things.,未知
"We hear about children with no heads, or about children cut in half and sewn together, or about things too awful to mention.",未知
"I'm truly sorry to distress anyone, but we all heard this kind of thing, and I want to get it out in the open.",未知
"Now in case you find anything of that awful kind, Lord Faa, I hope you're a going to take powerful revenge.",未知
"I hope you en't going to let thoughts of mercy and gentleness hold your hand back from striking and striking hard, and delivering a mighty blow to the heart of that infernal wickedness.",主谓宾
"And I'm sure I speak for any mother as has lost a child to the Gobblers.""",未知
There was a loud murmur of agreement as she sat down.,there be句型
Heads were nodding all over the Zaal.,未知
"John Faa waited for silence, and said:
""Nothing will hold my hand, Margaret, save only judgment.",未知
"If I stay my hand in the North, it will only be to strike the harder in the South.",未知
To strike a day too soon is as bad as striking a hundred miles off.,未知
"To be sure, there's a warm passion behind what you say.",未知
"But if you give in to that passion, friends, you're a doing what I always warned you agin: you're a placing the satisfaction of your own feelings above the work you have to do.",未知
"Our work here is first rescue, then punishment.",未知
It en't gratification for upset feelings.,未知
Our feelings don't matter.,未知
"If we rescue the kids but we can't punish the Gobblers, we've done the main task.",未知
"But if we aim to punish the Gobblers first and by doing so lose the chance of rescuing the kids, we've failed.",未知
"""But be assured of this, Margaret.",未知
"When the time comes to punish, we shall strike such a blow as'll make their hearts faint and fearful.",未知
We shall strike the strength out of 'em.,未知
"We shall leave them ruined and wasted, broken and shattered, torn in a thousand pieces and scattered to the four winds.",未知
Don't you worry that John Faa's heart is too soft to strike a blow when the time comes.,未知
And the time will come under judgment.,未知
Not under passion.,未知
"""Is there anyone else who wants to speak?",未知
"Speak if you will.""",未知
"But no one did, and presently John Faa reached for the closing bell and rang it hard and loud, swinging it high and shaking the peals out of it so that they filled the hall and rang the rafters.",未知
John Faa and the other men left the platform for the parley room.,未知
Lyra was a little disappointed.,未知
Didn't they want her there too?,未知
But Tony laughed.,未知
"""They got plans to make,"" he said.",未知
"""You done your part, Lyra.",未知
"Now it's for John Faa and the council.""",未知
"""But I en't done nothing yet!""",未知
"Lyra protested, as she followed the others reluctantly out of the hall and down the cobbled road toward the jetty.",未知
"""All I done was run away from Mrs. Coulter!",未知
That's just a beginning.,未知
"I want to go north!""",未知
"""Tell you what,"" said Tony, ""I'll bring you back a walrus tooth, that's what I'll do.""",未知
Lyra scowled.,未知
"For his part, Pantalaimon occupied himself by making monkey faces at Tony's daemon, who closed her tawny eyes in disdain.",未知
"Lyra drifted to the jetty and hung about with her new companions, dangling lanterns on strings over the black water to attract the goggle-eyed fishes who swam slowly up to be lunged at with sharp sticks and missed.",未知
"But her mind was on John Faa and the parley room, and before long she slipped away up the cobbles again to the Zaal.",未知
There was a light in the parley room window.,there be句型
"It was too high to look through, but she could hear a low rumble of voices inside.",未知
So she walked up to the door and knocked on it firmly five times.,未知
"The voices stopped, a chair scraped across the floor, and the door opened, spilling warm naphtha light out on the damp step.",未知
"""Yes?""",未知
said the man who'd opened it.,未知
"Beyond him Lyra could see the other men around the table, with bags of gold stacked neatly, and papers and pens, and glasses and a crock of jenniver.",未知
"""I want to come north,"" Lyra said so they could all hear it.",未知
"""I want to come and help rescue the kids.",未知
That's what I set out to do when I run away from Mrs. Coulter.,未知
"And before that, even, I meant to rescue my friend Roger the kitchen boy from Jordan who was took.",未知
I want to come and help.,未知
"I can do navigation and I can take anbaromagnetic readings off the Aurora, and I know what parts of a bear you can eat, and all kind of useful things.",未知
You'd be sorry if you got up there and then found you needed me and found you'd left me behind.,未知
"And like that woman said, you might need women to play a part-well, you might need kids too.",未知
You don't know.,未知
"So you oughter take me, Lord Faa, excuse me for interrupting your talk.""",未知
"She was inside the room now, and all the men and their daemons were watching her, some with amusement and some with irritation, but she had eyes only for John Faa.",未知
"Pantalaimon sat up in her arms, his wildcat eyes blazing green.",未知
"John Faa said, ""Lyra, there en't no question of taking you into danger, so don't delude yourself, child.",未知
Stay here and help Ma Costa and keep safe.,未知
"That's what you got to do.""",未知
"""But I'm learning how to read the alethiometer, too.",未知
It's coming clearer every day!,未知
"You're bound to need that-bound to!""",未知
He shook his head.,主谓宾
"""No,"" he said.",未知
"""I know your heart was set on going north, but it's my belief not even Mrs. Coulter was going to take you.",未知
"If you want to see the North, you'll have to wait till all this trouble's over.",未知
"Now off you go.""",未知
"Pantalaimon hissed quietly, but John Faa's daemon took off from the back of his chair and flew at them with black wings, not threateningly, but like a reminder of good manners; and Lyra turned on her heel as the crow glided over her head and wheeled back to John Faa.",未知
The door shut behind her with a decisive click.,未知
"""We will go,"" she said to Pantalaimon.",未知
"""Let 'em try to stop us.",未知
"We will!""",未知
"NINE 

THE SPIES




Over the next few days, Lyra concocted a dozen plans and dismissed them impatiently; for they all boiled down to stowing away, and how could you stow away on a narrowboat?",未知
"To be sure, the real voyage would involve a proper ship, and she knew enough stories to expect all kinds of hiding places on a full-sized vessel: the lifeboats, the hold, the bilges, whatever they were; but she'd have to get to the ship first, and leaving the fens meant traveling the gyptian way.",未知
"And even if she got to the coast on her own, she might stow away on the wrong ship.",未知
It would be a fine thing to hide in a lifeboat and wake up on the way to High Brazil.,未知
"Meanwhile, all around her the tantalizing work of assembling the expedition was going on day and night.",未知
"She hung around Adam Stefanski, watching as he made his choice of the volunteers for the fighting force.",未知
She pestered Roger van Poppel with suggestions about the stores they needed to take: Had he remembered snow goggles?,未知
Did he know the best place to get arctic maps?,一般疑问句
"The man she most wanted to help was Benjamin de Ruyter, the spy.",未知
"But he had slipped away in the early hours of the morning after the second roping, and naturally no one could say where he'd gone or when he'd return.",未知
"So in default, Lyra attached herself to Farder Coram.",未知
"""I think it'd be best if I helped you, Farder Coram,"" she said, ""because I probably know more about the Gobblers than anyone else, being as I was nearly one of them.",未知
"Probably you'll need me to help you understand Mr. de Ruyter's messages.""",未知
"He took pity on the fierce, desperate little girl and didn't send her away.",主谓宾
"Instead he talked to her, and listened to her memories of Oxford and of Mrs. Coulter, and watched as she read the alethiometer.",未知
"""Where's that book with all the symbols in?""",未知
she asked him one day.,主谓宾
"""In Heidelberg,"" he said.",未知
"""And is there just the one?""",未知
"""There may be others, but that's the one I've seen.""",未知
"""I bet there's one in Bodley's Library in Oxford,"" she said.",未知
"She could hardly take her eyes off Farder Coram's daemon, who was the most beautiful daemon she'd ever seen.",未知
"When Pantalaimon was a cat, he was lean and ragged and harsh, but Sophonax, for that was her name, was golden-eyed and elegant beyond measure, fully twice as large as a real cat and richly furred.",未知
"When the sunlight touched her, it lit up more shades of tawny-brown-leaf-hazel-corn-gold-autumn-mahogany than Lyra could name.",未知
"She longed to touch that fur, to rub her cheeks against it, but of course she never did; for it was the grossest breach of etiquette imaginable to touch another person's daemon.",未知
"Daemons might touch each other, of course, or fight; but the prohibition against human-daemon contact went so deep that even in battle no warrior would touch an enemy's daemon.",未知
It was utterly forbidden.,未知
"Lyra couldn't remember having to be told that: she just knew it, as instinctively as she felt that nausea was bad and comfort good.",未知
"So although she admired the fur of Sophonax and even speculated on what it might feel like, she never made the slightest move to touch her, and never would.",未知
Sophonax was as sleek and healthy and beautiful as Farder Coram was ravaged and weak.,未知
"He might have been ill, or he might have suffered a crippling blow, but the result was that
he could not walk without leaning on two sticks, and he trembled constantly like an aspen leaf.",未知
"His mind was sharp and clear and powerful, though, and soon Lyra came to love him for his knowledge and for the firm way he directed her.",未知
"""What's that hourglass mean, Farder Coram?""",未知
"she asked, over the alethiometer, one sunny morning in his boat.",未知
"""It keeps coming back to that.""",未知
"""There's often a clue there if you look more close.",未知
"What's that little old thing on top of it?""",未知
She screwed up her eyes and peered.,未知
"""That's a skull!""",未知
"""So what d'you think that might mean?""",未知
"""Death...Is that death?""",未知
"""That's right.",未知
So in the hourglass range of meanings you get death.,未知
"In fact, after time, which is the first one, death is the second one.""",未知
"""D'you know what I noticed, Farder Coram?",未知
The needle stops there on the second go-round!,未知
"On the first round it kind of twitches, and on the second it stops.",未知
"Is that saying it's the second meaning, then?""",未知
"""Probably.",未知
"What are you asking it, Lyra?""",未知
"""I'm a thinking-"" she stopped, surprised to find that she'd actually been asking a question without realizing it.",未知
"""I just put three pictures together because...!",未知
"was thinking about Mr. de Ruyter, see....And I put together the serpent and the crucible and the beehive, to ask how he's a getting on with his spying, and-""
""Why them three symbols?""",未知
"""Because I thought the serpent was cunning, like a spy ought to be, and the crucible could mean like knowledge, what you kind of distill, and the beehive was hard work, like bees are always working hard; so out of the hard work and the cunning comes the knowledge, see, and that's the spy's job; and I pointed to them and I thought the question in my mind, and the needle stopped at death....D'you think that could be really working, Farder Coram?""",未知
"""It's working all right, Lyra.",未知
What we don't know is whether we're reading it right.,未知
That's a subtle art.,未知
"I wonder if-""
Before he could finish his sentence, there was an urgent knock at the door, and a young gyptian man came in.",未知
"""Beg pardon, Farder Coram, there's Jacob Huismans just come back, and he's sore wounded.""",未知
"""He was with Benjamin de Ruyter,"" said Farder Coram.",未知
"""What's happened?""",未知
"""He won't speak,"" said the young man.",未知
"""You better come, Farder Coram, 'cause he won't last long, he's a bleeding inside.""",未知
"Farder Coram and Lyra exchanged a look of alarm and wonderment, but only for a second, and then Farder Coram was hobbling out on his sticks as fast as he could manage, with his daemon padding ahead of him.",未知
"Lyra came too, hopping with impatience.",未知
"The young man led them to a boat tied up at the sugar-beet jetty, where a woman in a red flannel apron held open the door for them.",未知
"Seeing her suspicious glance at Lyra, Farder Coram said, ""It's important the girl hears what Jacob's got to say, mistress.""",未知
"So the woman let them in and stood back, with her squirrel daemon perched silent on the wooden clock.",未知
On a bunk under a patchwork coverlet lay a man whose white face was damp with sweat and whose eyes were glazed.,未知
"""I've sent for the physician, Farder Coram,"" said the woman shakily.",未知
"""Please don't agitate him.",未知
He's in an agony of pain.,未知
"He come in off Peter Hawker's boat just a few minutes ago.""",未知
"""Where's Peter now?""",未知
"""He's a tying up.",未知
"It was him said I had to send for you.""",未知
"""Quite right.",未知
"Now, Jacob, can ye hear me?""",未知
"Jacob's eyes rolled to look at Farder Coram sitting on the opposite bunk, a foot or two away.",未知
"""Hello, Farder Coram,"" he murmured.",未知
Lyra looked at his daemon.,未知
"She was a ferret, and she lay very still beside his head, curled up but not asleep, for her eyes were open and glazed like his.",未知
"""What happened?""",未知
said Farder Coram.,未知
"""Benjamin's dead,"" came the answer.",未知
"""He's dead, and Gerard's captured.""",未知
His voice was hoarse and his breath was shallow.,未知
"When he stopped speaking, his daemon uncurled painfully and licked his cheek, and taking strength from that he went on:
""We was breaking into the Ministry of Theology, because Benjamin had heard from one of the Gobblers we caught that the headquarters was there, that's where all the orders was coming from....""
He stopped again.",未知
"""You captured some Gobblers?""",未知
said Farder Coram.,未知
"Jacob nodded, and cast his eyes at his daemon.",未知
"It was unusual for daemons to speak to humans other than their own, but it happened sometimes, and she spoke now.",未知
"""We caught three Gobblers in Clerkenwell and made them tell us who they were working for and where the orders came from and so on.",未知
"They didn't know where the kids were being taken, except it was north to Lapland....""
She had to stop and pant briefly, her little chest fluttering, before she could go on.",未知
"""And so them Gobblers told us about the Ministry of Theology and Lord Boreal.",未知
"Benjamin said him and Gerard Hook should break into the Ministry and Frans Broekman and Tom Mendham should go and find out about Lord Boreal.""",未知
"""Did they do that?""",未知
"""We don't know.",未知
They never came back.,未知
"Farder Coram, it were like everything we did, they knew about before we did it, and for all we know Frans and Tom were swallowed alive as soon as they got near Lord Boreal.""",未知
"""Come back to Benjamin,"" said Farder Coram, hearing Jacob's breathing getting harsher and seeing his eyes close in pain.",未知
"Jacob's daemon gave a little mew of anxiety and love, and the woman took a step or two closer, her hands to her mouth; but she didn't speak, and the daemon went on faintly:
""Benjamin and Gerard and us went to the Ministry at White Hall and found a little side door, it not being fiercely guarded, and we stayed on watch outside while they unfastened the lock and went in.",未知
"They hadn't been in but a minute when we heard a cry of fear, and Benjamin's daemon came a flying out and beckoned to us for help and flew in again, and we took our knife and ran in after her; only the place was dark, and full of wild forms and sounds that were confusing in their frightful movements; and we cast about, but there was a commotion above, and a fearful cry, and Benjamin and his daemon fell from a high staircase above us, his daemon a tugging and a fluttering to hold him up, but all in vain, for they crashed on the stone floor and both perished in a moment.",未知
"""And we couldn't see anything of Gerard, but there was a howl from above in his voice and we were too terrified and stunned to move, and then an arrow shot down at our shoulder and pierced deep down within....""
The daemon's voice was fainter, and a groan came from the wounded man.",未知
"Farder Coram leaned forward and gently pulled back the counterpane, and there protruding from Jacob's shoulder was the feathered end of an arrow in a mass
of clotted blood.",未知
The shaft and the head were so deep in the poor man's chest that only six inches or so remained above the skin.,未知
Lyra felt faint.,主谓宾
There was the sound of feet and voices outside on the jetty.,there be句型
"Farder Coram sat up and said, ""Here's the physician, Jacob.",未知
We'll leave you now.,未知
"We'll have a longer talk when you're feeling better.""",未知
He clasped the woman's shoulder on the way out.,未知
"Lyra stuck close to him on the jetty, because there was a crowd gathering already, whispering and pointing.",未知
"Farder Coram gave orders for Peter Hawker to go at once to John Faa, and then said:
""Lyra, as soon as we know whether Jacob's going to live or die, we must have another talk about that alethiometer.",未知
"You go and occupy yourself elsewhere, child; we'll send for you.""",未知
"Lyra wandered away on her own, and went to the reedy bank to sit and throw mud into the water.",未知
She knew one thing: she was not pleased or proud to be able to read the alethiometer- she was afraid.,未知
"Whatever power was making that needle swing and stop, it knew things like an intelligent being.",未知
"""I reckon it's a spirit,"" Lyra said, and for a moment she was tempted to throw the little thing into the middle of the fen.",未知
"""I'd see a spirit if there was one in there,"" said Pantalaimon.",未知
"""Like that old ghost in Godstow.",未知
"I saw that when you didn't.""",未知
"""There's more than one kind of spirit,"" said Lyra reprovingly.",未知
"""You can't see all of 'em.",未知
"Anyway, what about those old dead Scholars without their heads?",未知
"I saw them, remember.""",未知
"""That was only a night-ghast.""",未知
"""It was not.",未知
"They were proper spirits all right, and you know it.",未知
"But whatever spirits's moving this blooming needle en't that sort of spirit.""",未知
"""It might not be a spirit,"" said Pantalaimon stubbornly.",未知
"""Well, what else could it be?""",未知
"""It might be...it might be elementary particles.""",未知
She scoffed.,未知
"""It could be!""",未知
he insisted.,未知
"""You remember that photomill they got at Gabriel?",未知
"Well, then.""",未知
"At Gabriel College there was a very holy object kept on the high altar of the oratory, covered (now Lyra thought about it) with a black velvet cloth, like the one around the alethiometer.",未知
She had seen it when she accompanied the Librarian of Jordan to a service there.,未知
"At the height of the invocation the Intercessor lifted the cloth to reveal in the dimness a glass dome inside which there was something too distant to see, until he pulled a string attached to a shutter above, letting a ray of sunlight through to strike the dome exactly.",未知
"Then it became clear: a little thing like a weathervane, with four sails black on one side and white on the other, that began to whirl around as the light struck it.",未知
"It illustrated a moral lesson, the Intercessor explained, and went on to explain what that was.",未知
"Five minutes later Lyra had forgotten the moral, but she hadn't forgotten the little whirling vanes in the ray of dusty light.",未知
"They were delightful whatever they meant, and all done by the power of photons, said the Librarian as they walked home to Jordan.",未知
So perhaps Pantalaimon was right.,未知
"If elementary particles could push a photomill around, no doubt they could make light work of a needle; but it still troubled her.",未知
"""Lyra!",未知
"Lyra!""",未知
"It was Tony Costa, waving to her from the jetty.",主谓宾
"""Come over here,"" he called.",未知
"""You got to go and see John Faa at the Zaal.",未知
"Run, gal, it's urgent.""",未知
"She found John Faa with Farder Coram and the other leaders, looking troubled.",主谓宾
"John Faa spoke:
""Lyra, child, Farder Coram has told me about your reading of that instrument.",未知
And I'm sorry to say that poor Jacob has just died.,未知
"I think we're going to have to take you with us after all, against my inclinations.",主谓宾
"I'm troubled in my mind about it, but there don't seem to be any alternative.",未知
"As soon as Jacob's buried according to custom, we'll take our way.",未知
"You understand me, Lyra: you're a coming too, but it en't an occasion for joy or jubilation.",主谓宾
There's trouble and danger ahead for all of us.,未知
"""I'm a putting you under Farder Coram's wing.",未知
"Don't you be a trouble or a hazard to him, or you'll be a feeling the force of my wrath.",未知
"Now cut along and explain to Ma Costa, and hold yourself in readiness to leave.""",未知
The next two weeks passed more busily than any time of Lyra's life so far.,未知
"Busily, but not quickly, for there were tedious stretches of waiting, of hiding in damp crabbed closets, of watching a dismal rain-soaked autumn landscape roll past the window, of hiding again, of sleeping near the gas fumes of the engine and waking with a sick headache, and worst of all, of never once being allowed out into the air to run along the bank or clamber over the deck or haul at the lock gates or catch a mooring rope thrown from the lockside.",未知
"Because, of course, she had to remain hidden.",未知
"Tony Costa told her of the gossip in the waterside pubs: that there was a hunt the length of the kingdom for a little fair-haired girl, with a big reward for her discovery and severe punishment for anyone concealing her.",未知
"There were strange rumors too: people said she was the only child to have escaped from the Gobblers, and she had terrible secrets in her possession.",there be句型
"Another rumor said she wasn't a human child at all but a pair of spirits in the form of child and daemon, sent to this world by the infernal powers in order to work great ruin; and yet another rumor said it was no child but a fully grown human, shrunk by magic and in the pay of the Tartars, come to spy on good English people and prepare the way for a Tartar invasion.",未知
Lyra heard these tales at first with glee and later with despondency.,未知
All those people hating and fearing her!,未知
And she longed to be out of this narrow boxy cabin.,未知
"She longed to be north already, in the wide snows under the blazing Aurora.",未知
"And sometimes she longed to be back at Jordan College, scrambling over the roofs with Roger with the Steward's bell tolling half an hour to dinnertime and the clatter and sizzle and shouting of the kitchen....Then she wished passionately that nothing had changed, nothing would ever change, that she could be Lyra of Jordan College forever and ever.",未知
The one thing that drew her out of her boredom and irritation was the alethiometer.,未知
"She read it every day, sometimes with Farder Coram and sometimes on her own, and she found that she could sink more and more readily into the calm state in which the symbol meanings clarified themselves, and those great mountain ranges touched by sunlight emerged into vision.",主谓宾
She struggled to explain to Farder Coram what it felt like.,未知
"""It's almost like talking to someone, only you can't quite hear them, and you feel kind of stupid because they're cleverer than you, only they don't get cross or any thing.... And they know such a lot, Farder Coram!",未知
"As if they knew everything, almost!",未知
"Mrs. Coulter was clever, she knew ever such a lot, but this is a different kind of knowing....It's like understanding, I suppose....""
He would ask specific questions, and she would search for answers.",未知
"""What's Mrs. Coulter doing now?""",未知
"he'd say, and her hands would move at once, and he'd say, ""Tell me what you're doing.""",未知
"""Well, the Madonna is Mrs. Coulter, and I think my mother when I put the hand there; and the ant is busy-that's easy, that's the top meaning; and the hourglass has got time in its meanings, and partway down there's now, and I just fix my mind on it.""",未知
"""And how do you know where these meanings are?""",未知
"""I kind of see 'em.",未知
"Or feel 'em rather, like climbing down a ladder at night, you put your foot down and there's another rung.",未知
"Well, I put my mind down and there's another meaning, and I kind of sense what it is.",未知
Then I put 'em all together.,未知
"There's a trick in it like focusing your eyes.""",未知
"""Do that then, and see what it says.""",未知
Lyra did.,未知
"The long needle began to swing at once, and stopped, moved on, stopped again in a precise series of sweeps and pauses.",未知
"It was a sensation of such grace and power that Lyra, sharing it, felt like a young bird learning to fly.",未知
"Farder Coram, watching from across the table, noted the places where the needle stopped, and watched the little girl holding her hair back from her face and biting her lower lip just a little, her eyes following the needle at first but then, when its path was settled, looking elsewhere on the dial.",未知
"Not randomly, though.",未知
"Farder Coram was a chess player, and he knew how chess players looked at a game in play.",未知
"An expert player seemed to see lines of force and influence on the board, and looked along the important lines and ignored the weak ones; and Lyra's eyes moved the same way, according to some similar magnetic field that she could see and he couldn't.",未知
"The needle stopped at the thunderbolt, the infant, the serpent, the elephant, and at a creature Lyra couldn't find a name for: a sort of lizard with big eyes and a tail curled around the twig it stood on.",未知
"It repeated the sequence time after time, while Lyra watched.",未知
"""What's that lizard mean?""",未知
"said Farder Coram, breaking into her concentration.",未知
"""It don't make sense....!",未知
"can see what it says, but I must be misreading it.",未知
"The thunderbolt I think is anger, and the child ...I think it's me...l was getting a meaning for that lizard thing, but you talked to me, Farder Coram, and I lost it.",未知
"See, it's just floating any old where.""",未知
"""Yes, I see that.",未知
"I'm sorry, Lyra.",未知
You tired now?,未知
"D'you want to stop?""",未知
"""No, I don't,"" she said, but her cheeks were flushed and her eyes bright.",未知
"She had all the signs of fretful overexcitement, and it was made worse by her long confinement in this stuffy cabin.",未知
He looked out of the window.,未知
"It was nearly dark, and they were traveling along the last stretch of inland water before reaching the coast.",未知
"Wide brown scummed expanses of an estuary extended under a dreary sky to a distant group of coal-spirit tanks, rusty and cobwebbed with pipework, beside a refinery where a thick smear of smoke ascended reluctantly to join the clouds.",未知
"""Where are we?""",未知
said Lyra.,未知
"""Can I go outside just for a bit, Farder Coram?""",未知
"""This is Colby water,"" he said.",未知
"""The estuary of the river Cole.",未知
"When we reach the town, we'll tie up by the Smoke-market and go on foot to the docks.",未知
"We'll be there in an hour or two....""
But it was getting dark, and in the wide desolation of the creek nothing was moving but their own boat and a distant coal barge laboring toward the refinery; and Lyra was so flushed and tired, and she'd been inside for so long; and so Farder Coram went on:
""Well, I don't suppose it'll matter just for a few minutes in the open air.",未知
"I wouldn't call it fresh; ten't fresh except when it's blowing off the sea; but you can sit out on top and look around till we get closer in.""",未知
"Lyra leaped up, and Pantalaimon became a seagull at once, eager to stretch his wings in the open.",未知
"It was cold outside, and although she was well wrapped up, Lyra was soon shivering.",未知
"Pantalaimon, on the other hand, leaped into the air with a loud caw of delight, and wheeled and skimmed and darted now ahead of the boat, now behind the stern.",未知
"Lyra exulted in it, feeling with him as he flew, and urging him mentally to provoke the old tillerman's cormorant daemon into a race.",未知
But she ignored him and settled down sleepily on the handle of the tiller near her man.,未知
"There was no life out on this bitter brown expanse, and only the steady chug of the engine and the subdued splashing of the water under the bows broke the wide silence.",there be句型
Heavy clouds hung low without offering rain; the air beneath was grimy with smoke.,未知
Only Pantalaimon's flashing elegance had anything in it of life and joy.,未知
"As he soared up out of a dive with wide wings white against the gray, something black hurtled at him and struck.",未知
"He fell sideways in a flutter of shock and pain, and Lyra cried out, feeling it sharply.",未知
"Another little black thing joined the first; they moved not like birds but like flying beetles, heavy and direct, and with a droning sound.",未知
"As Pantalaimon fell, trying to twist away and make for the boat and Lyra's desperate arms, the black things kept driving into him, droning, buzzing, and murderous.",未知
"Lyra was nearly mad with Pantalaimon's fear and her own, but then something swept past her and upward.",未知
"It was the tillerman's daemon, and clumsy and heavy as she looked, her flight was powerful and swift.",未知
"Her head snapped this way and that-there was a flutter of black wings, a shiver of white-and a little black thing fell to the tarred roof of the cabin at Lyra's feet just as Pantalaimon landed on her outstretched hand.",未知
"Before she could comfort him, he changed into his wildcat shape and sprang down on the creature, batting it back from the edge of the roof, where it was crawling swiftly to escape.",未知
"Pantalaimon held it firmly down with a needle-filled paw and looked up at the darkening sky, where the black wing flaps of the cormorant were circling higher as she cast around for the other.",主谓宾
"Then the cormorant glided swiftly back and croaked something to the tillerman, who said, ""It's gone.",未知
Don't let that other one escape.,未知
"Here-"" and he flung the dregs out of the tin mug he'd been drinking from, and tossed it to Lyra.",未知
She clapped it over the creature at once.,主谓宾
It buzzed and snarled like a little machine.,未知
"""Hold it still,"" said Farder Coram from behind her, and then he was kneeling to slip a piece of card under the mug.",未知
"""What is it, Farder Coram?""",未知
she said shakily.,未知
"""Let's go below and have a look.",未知
"Take it careful, Lyra.",未知
"Hold that tight.""",未知
"She looked at the tillerman's daemon as she passed, intending to thank her, but her old eyes were closed.",未知
She thanked the tillerman instead.,未知
"""You oughter stayed below"" was all he said.",未知
